Name,Province,Climate ID,Station ID,Latitude,Longitude,Elevation (m),First Year,Last Year,First Year (Hourly),Last Year (Hourly),First Year (Daily),Last Year (Daily),First Year (Monthly),Last Year (Monthly)
DELHI CDA,ONTARIO,6131982,4624,42.87,-80.55,231,1934,1997,-999,-999,1934,1997,1934,1997
DELHI CS,ONTARIO,6131983,27528,42.87,-80.55,231,1997,2019,1999,2019,1997,2019,1997,2006
DRESDEN,ONTARIO,6132090,4625,42.58,-82.18,182,1956,1996,-999,-999,1956,1996,1956,1996
DUNNVILLE,ONTARIO,6132144,4626,42.92,-79.7,178,1899,1962,-999,-999,1899,1962,1899,1962
DUNNVILLE 2,ONTARIO,6132145,4627,42.85,-79.67,178,1956,1957,-999,-999,1956,1957,1956,1957
DUNNVILLE PUMPING STN,ONTARIO,6132148,4628,42.83,-79.62,175,1962,1990,-999,-999,1962,1990,1962,1990
DUTTON,ONTARIO,6132175,4629,42.67,-81.53,219,1883,1914,-999,-999,1883,1914,1883,1914
DUTTON 2,ONTARIO,6132176,4630,42.67,-81.53,219,1913,1928,-999,-999,1913,1928,1913,1928
ERIEAU,ONTARIO,6132334,4631,42.27,-81.93,177,1979,1979,-999,-999,1979,1979,1979,1979
ERIEAU BAY,ONTARIO,6132336,44847,42.26,-81.92,176,2006,2007,-999,-999,2006,2007,2006,2006
ESSEX,ONTARIO,6132344,4632,42.17,-82.83,195,1961,1968,-999,-999,1961,1968,1961,1968
FINGAL,ONTARIO,6132415,4633,42.67,-81.3,213,1965,1969,-999,-999,1965,1969,1965,1969
FONTHILL,ONTARIO,6132435,4634,43.03,-79.3,236,1945,1969,-999,-999,1945,1969,1945,1969
FORT ERIE,ONTARIO,6132470,4635,42.88,-78.97,179,1966,2019,-999,-999,1966,2019,1966,2006
GLENCOLIN,ONTARIO,6132830,4636,42.8,-80.87,236,1958,1967,-999,-999,1958,1967,1958,1965
GRIMSBY,ONTARIO,6133047,4637,43.2,-79.57,90,1910,1985,-999,-999,1910,1985,1910,1985
GRIMSBY ALLAN,ONTARIO,6133050,4638,43.17,-79.6,190,1970,1975,-999,-999,1970,1975,1970,1975
GRIMSBY CHATEAU GAI,ONTARIO,6133052,4639,43.2,-79.63,91,1978,1981,-999,-999,1978,1981,1978,1981
GRIMSBY MOUNTAIN,ONTARIO,6133055,44123,43.18,-79.56,170,2005,2019,-999,-999,2005,2019,2005,2006
GRIMSBY ROCK CHAPEL,ONTARIO,6133057,4640,43.18,-79.58,198,1914,1966,-999,-999,1914,1966,1914,1966
GRIMSBY ROYAL OAK,ONTARIO,6133059,4641,43.18,-79.55,190,1965,1974,-999,-999,1965,1974,1965,1974
HAGERSVILLE,ONTARIO,6133120,4642,42.97,-80.07,221,1948,2004,-999,-999,1948,2004,1948,2004
HAGERSVILLE 2,ONTARIO,6133121,4643,42.93,-80.08,213,1956,1984,-999,-999,1956,1984,1956,1984
HARROW CDA,ONTARIO,6133360,4644,42.03,-82.9,190,1917,1993,-999,-999,1917,1993,1917,1993
HARROW CDA AUTO,ONTARIO,6133362,30266,42.03,-82.9,191,2000,2019,2000,2019,2000,2019,2000,2006
JARVIS,ONTARIO,6133855,4645,42.88,-80.08,214,1954,1956,-999,-999,1954,1956,1954,1956
JORDAN,ONTARIO,6133880,4646,43.12,-79.38,175,1965,1969,-999,-999,1965,1969,1965,1969
KINGSVILLE MOE,ONTARIO,6134190,4647,42.04,-82.67,200,1960,2019,-999,-999,1960,2019,1960,2006
KOHLER,ONTARIO,6134257,4648,42.9,-79.87,205,1949,1967,-999,-999,1949,1967,1949,1967
LANGTON,ONTARIO,6134344,4649,42.73,-80.58,228,1967,1977,-999,-999,1967,1977,1967,1977
LEAMINGTON,ONTARIO,6134390,4650,42.05,-82.63,213,1916,1978,-999,-999,1916,1978,1916,1978
LONG POINT,ONTARIO,6134610,4651,42.55,-80.05,175,1936,1985,-999,-999,1936,1985,1936,1985
LYONS,ONTARIO,6134729,4652,42.85,-80.98,258,1883,1894,-999,-999,1883,1894,1883,1894
MARSTON VERHEGGHE,ONTARIO,6134996,4653,42.7,-80.6,220,1978,1987,-999,-999,1978,1987,1978,1987
LONG POINT (AUT),ONTARIO,6134F10,9026,42.53,-80.05,175,1994,2019,1994,2019,1994,2019,-999,-999
MORPETH,ONTARIO,6135125,44826,42.38,-81.87,198,2006,2011,-999,-999,2006,2011,2006,2006
NANTICOKE ESSO,ONTARIO,6135573,4655,42.83,-80.05,198,1975,1994,-999,-999,1975,1994,1975,1994
NEW GLASGOW,ONTARIO,6135583,4656,42.51,-81.64,198,1957,2019,-999,-999,1957,2019,1957,2006
NIAGARA FALLS,ONTARIO,6135638,4657,43.13,-79.08,182,1902,1995,-999,-999,1902,1995,1902,1995
NIAGARA FALLS CHIPPAWA,ONTARIO,6135642,4658,43.07,-79.05,175,1988,1990,-999,-999,1988,1990,1988,1990
NIAGARA FALLS NPCSH,ONTARIO,6135657,4659,43.13,-79.05,175,1980,2011,-999,-999,1980,2011,1980,2006
NIAGARA FALLS ONT HYDRO,ONTARIO,6135660,4660,43.08,-79.08,198,1921,1972,-999,-999,1921,1972,1921,1972
NIAGARA ON THE LAKE,ONTARIO,6135FF4,4654,43.25,-79.13,81,1983,1996,-999,-999,1983,1996,1983,1996
PA ATMOS FENWICK,ONTARIO,6136285,52743,43.05,-79.37,193,2014,2015,2014,2015,-999,-999,-999,-999
PA ROYAL CANADIAN HENLEY,ONTARIO,6136290,52734,43.19,-79.27,90,2014,2015,2014,2015,-999,-999,-999,-999
PA VINELAND STONEY RIDGE,ONTARIO,6136300,52722,43.15,-79.38,112,2014,2015,2014,2015,-999,-999,-999,-999
PA WAINFLEET SKYDIVE BURNABY,ONTARIO,6136303,52639,42.88,-79.35,180,2014,2015,2014,2015,-999,-999,-999,-999
PA WELLAND FLATWATER,ONTARIO,6136305,52499,42.97,-79.26,186,2014,2015,2014,2015,-999,-999,-999,-999
PA WINONA VINE ESTATES,ONTARIO,6136308,52721,43.22,-79.68,101,2014,2015,2014,2015,-999,-999,-999,-999
PELEE ISLAND,ONTARIO,6136335,4664,41.75,-82.68,175,1888,1987,-999,-999,1888,1987,1888,1987
PELEE ISLAND A,ONTARIO,6136336,4665,41.78,-82.68,174,1989,1994,-999,-999,1989,1994,1989,1994
PELEE ISLAND U OF W,ONTARIO,6136339,4666,41.78,-82.68,174,1974,1978,-999,-999,1974,1978,1974,1978
PORT BURWELL,ONTARIO,6136597,4670,42.65,-80.82,180,1899,1921,-999,-999,1899,1921,1899,1918
PORT BURWELL RES STN 1,ONTARIO,613659R,4669,42.68,-80.88,211,1962,1964,-999,-999,1962,1964,1962,1964
PORT BURWELL RES STN 2,ONTARIO,61365R9,4668,42.72,-80.88,224,1962,1964,-999,-999,1962,1964,1962,1964
PORT BURWELL RES STN 3,ONTARIO,61365RR,4667,42.75,-80.88,230,1962,1963,-999,-999,1962,1963,1962,1963
PORT COLBORNE,ONTARIO,6136606,4671,42.88,-79.25,175,1964,2019,-999,-999,1964,2019,1964,2006
PORT COLBORNE LIGHT,ONTARIO,6136607,4672,42.87,-79.25,175,1966,1984,-999,-999,1966,1984,1966,1984
PORT CREWE,ONTARIO,6136619,4673,42.2,-82.2,195,1988,1994,-999,-999,1988,1994,1988,1994
PORT DALHOUSIE,ONTARIO,6136626,4674,43.18,-79.27,91,1874,1996,-999,-999,1874,1996,1874,1996
PORT DALHOUSIE CORBETT,ONTARIO,6136628,4675,43.2,-79.28,86,1978,1982,-999,-999,1978,1982,1978,1982
PORT DOVER,ONTARIO,6136643,4676,42.78,-80.22,185,1874,1983,-999,-999,1874,1983,1874,1983
PORT STANLEY,ONTARIO,6136694,4677,42.67,-81.22,182,1871,1993,-999,-999,1871,1993,1872,1993
PORT WELLER (AUT),ONTARIO,6136699,7790,43.25,-79.22,79,1992,2019,1993,2019,1992,2019,2003,2006
PORT BURWELL RES STN 4,ONTARIO,6136E99,4663,42.78,-80.88,234,1962,1964,-999,-999,1962,1964,1962,1964
PORT BURWELL RES STN 5,ONTARIO,6136E9R,4662,42.83,-80.87,234,1962,1962,-999,-999,1962,1962,1962,1962
PORT BURWELL RES STN 6,ONTARIO,6136ER9,4661,42.67,-80.88,201,1962,1964,-999,-999,1962,1964,1962,1964
RAINHAM CENTURY FARM,ONTARIO,6137135,48748,42.85,-79.77,178,2010,2016,-999,-999,2010,2016,-999,-999
RIDGETOWN,ONTARIO,6137147,4678,42.45,-81.88,205,1883,1988,-999,-999,1883,1986,1883,1988
RIDGETOWN AUTOMATIC CLIMATE STATION,ONTARIO,6137149,4679,42.45,-81.88,205,1986,2003,-999,-999,1986,2003,1989,2003
RIDGETOWN RCS,ONTARIO,6137154,32473,42.45,-81.88,205,2003,2019,2003,2019,2003,2019,2003,2006
RIDGEVILLE,ONTARIO,6137161,4680,43.04,-79.33,236,1950,2019,-999,-999,1950,2019,1950,2006
RODNEY,ONTARIO,6137176,4681,42.55,-81.62,207,1984,1991,-999,-999,1984,1991,1984,1991
ST CATHARINES,ONTARIO,6137285,4682,43.2,-79.25,91,1882,1995,-999,-999,1882,1995,1882,1995
ST. CATHARINES / NIAGARA DISTRICT A,ONTARIO,6137286,50131,43.19,-79.17,97,2012,2019,2012,2019,-999,-999,-999,-999
ST CATHARINES A,ONTARIO,6137287,4683,43.2,-79.17,97,1971,2012,1971,2012,1971,2000,1971,2000
ST CATHARINES BROCK U,ONTARIO,6137290,4684,43.12,-79.25,176,1967,2017,-999,-999,1967,2017,1967,2006
ST CATHARINES CDA,ONTARIO,6137301,4685,43.18,-79.23,99,1928,1964,-999,-999,1928,1964,1928,1964
ST CATHARINES A,ONTARIO,6137304,53000,43.19,-79.17,97,2014,2019,2014,2019,2018,2019,-999,-999
ST CATHARINES POWER GLEN,ONTARIO,6137306,4686,43.12,-79.25,121,1965,2007,-999,-999,1965,2007,1965,2006
ST JOACHIM,ONTARIO,6137323,4687,42.17,-82.63,178,1951,1958,-999,-999,1951,1958,1951,1958
ST THOMAS,ONTARIO,6137361,4688,42.78,-81.17,236,1882,1980,-999,-999,1882,1980,1882,1980
ST THOMAS WPCP,ONTARIO,6137362,4689,42.77,-81.21,209,1980,2019,-999,-999,1980,2019,1980,2006
ST WILLIAMS,ONTARIO,6137399,4690,42.7,-80.45,213,1954,1988,-999,-999,1954,1988,1954,1988
ST WILLIAMS AUTOMATIC CLIMATE STATION,ONTARIO,6137401,4691,42.7,-80.45,213,1989,1998,-999,-999,1989,1998,1989,1998
SIMCOE,ONTARIO,6137730,4692,42.85,-80.27,240,1961,1986,1962,1986,1962,1986,1961,1986
SIMCOE (AUT),ONTARIO,6137732,7793,42.85,-80.27,240,1992,1999,1994,1999,1992,1999,-999,-999
SIMCOE,ONTARIO,6137735,4693,42.87,-80.33,222,1866,1961,-999,-999,1866,1961,1866,1961
SMITHVILLE,ONTARIO,6137838,4694,43.1,-79.55,190,1957,1969,-999,-999,1957,1969,1957,1969
SMITHVILLE,ONTARIO,6137839,28037,43.09,-79.55,183,2000,2001,-999,-999,2000,2001,2000,2001
SOUTHEAST SHOAL (AUT),ONTARIO,6137937,9032,41.83,-82.47,195,1994,2016,1994,2016,1994,2016,-999,-999
SPARTA,ONTARIO,6137968,4695,42.75,-81.08,228,1965,1966,-999,-999,1965,1966,1965,1966
SPRINGFORD,ONTARIO,6137979,4696,42.92,-80.67,248,1986,1997,-999,-999,1986,1997,1986,1997
TALBOTVILLE,ONTARIO,6138202,4697,42.8,-81.25,234,1953,1960,-999,-999,1953,1960,1953,1960
THOROLD,ONTARIO,6138259,27337,43.12,-79.2,173,1997,2003,-999,-999,1997,2003,1997,2003
TILLSONBURG,ONTARIO,6138267,4698,42.85,-80.75,236,1965,1968,-999,-999,1965,1968,1965,1968
TILLSONBURG NORTH,ONTARIO,6138269,27488,42.86,-80.74,235,1997,2016,-999,-999,1997,2016,1997,2006
TILLSONBURG WWTP,ONTARIO,6138270,4699,42.86,-80.72,213,1962,2019,-999,-999,1962,2019,1962,2006
VANESSA,ONTARIO,6139131,4700,42.97,-80.4,239,1961,1961,-999,-999,1961,1961,1961,1961
VINELAND,ONTARIO,6139141,6907,43.15,-79.42,110,1993,2013,-999,-999,1993,2013,1993,2006
VINELAND BALLS FALLS,ONTARIO,6139142,4701,43.13,-79.38,144,1974,1994,-999,-999,1974,1994,1974,1994
VINELAND RITTENHOUSE,ONTARIO,6139143,4702,43.17,-79.42,94,1965,2001,-999,-999,1965,2001,1965,2001
VINELAND STATION,ONTARIO,6139145,4703,43.18,-79.4,79,1924,1988,-999,-999,1924,1988,1924,1988
VINELAND STATION AUTOMATIC CLIMATE STATION,ONTARIO,6139146,4704,43.18,-79.4,79,1989,1990,-999,-999,1989,1990,1989,1990
VINELAND STATION RCS,ONTARIO,6139148,31367,43.18,-79.4,79,2002,2019,2002,2019,2002,2019,2003,2006
VIRGIL BRIGHTS,ONTARIO,6139149,4705,43.2,-79.15,99,1965,1978,-999,-999,1965,1978,1965,1978
WALLACEBURG,ONTARIO,6139265,4706,42.58,-82.4,176,1905,1997,-999,-999,1905,1997,1905,1997
WALLACETOWN,ONTARIO,6139270,4707,42.63,-81.45,213,1962,1965,-999,-999,1962,1965,1962,1965
WALSINGHAM SANTO,ONTARIO,6139272,4708,42.67,-80.6,205,1968,1968,-999,-999,1968,1968,1968,1968
WARDSVILLE,ONTARIO,6139287,4709,42.6,-81.77,213,1970,1977,-999,-999,1970,1977,1970,1977
WATERFORD,ONTARIO,6139355,4710,42.97,-80.28,232,1948,1959,-999,-999,1948,1959,1948,1959
WATERFORD,ONTARIO,6139356,4711,42.88,-80.23,222,1971,2014,-999,-999,1971,2014,1971,2006
WELLAND,ONTARIO,6139445,4712,42.99,-79.26,175,1872,2014,-999,-999,1872,2014,1872,2006
WELLAND CHOW,ONTARIO,6139447,4713,42.93,-79.25,175,1960,1960,-999,-999,1960,1960,1960,1960
WELLAND-PELHAM,ONTARIO,6139449,44283,42.97,-79.33,178,2005,2019,2005,2019,2005,2019,2005,2006
WILSONVILLE,ONTARIO,6139514,4714,43.0,-80.32,248,1959,1964,-999,-999,1959,1964,1959,1964
WINDSOR RIVERSIDE,ONTARIO,6139520,4715,42.33,-82.93,188,1866,2019,-999,-999,1866,2019,1866,2006
WINDSOR A,ONTARIO,6139525,4716,42.28,-82.96,189,1940,2014,1953,2014,1940,2014,1940,2014
WINDSOR A,ONTARIO,6139527,52838,42.28,-82.96,189,2014,2018,2014,2018,2014,2018,-999,-999
WINDSOR A,ONTARIO,6139530,54738,42.28,-82.96,189,2018,2019,2018,2019,2018,2019,-999,-999
WINDSOR FORD PLANT,ONTARIO,6139533,4717,42.33,-83.02,174,1980,1993,-999,-999,1980,1993,1980,1993
WINDSOR SOUTH,ONTARIO,6139535,4718,42.3,-83.03,182,1952,1955,-999,-999,1952,1955,1952,1955
WINDSOR UNIVERSITY,ONTARIO,6139538,4719,42.3,-83.07,179,1966,1980,-999,-999,1966,1980,1966,1980
WINONA,ONTARIO,6139556,4720,43.22,-79.63,83,1977,1977,-999,-999,1977,1977,1977,1977
WOODSLEE CDA,ONTARIO,6139600,4721,42.22,-82.73,182,1946,1988,-999,-999,1946,1986,1946,1988
WOODSLEE CDA AUTOMATIC CLIMATE STATION,ONTARIO,6139602,4722,42.22,-82.73,182,1986,2001,-999,-999,1986,2001,1989,2001
HARROW AUTOMATIC CLIMATE STATION,ONTARIO,613CC60,6906,42.03,-82.9,190,1992,2000,-999,-999,1992,2000,1992,2000
PORT COLBORNE (AUT),ONTARIO,613F606,9005,42.87,-79.25,183,1992,2019,1994,2019,1992,2019,2006,2006
POINT PELEE,ONTARIO,613FN58,4606,41.95,-82.52,176,1974,1997,-999,-999,1974,1997,1974,1997
ERIEAU (AUT),ONTARIO,613KLLM,9006,42.25,-81.9,178,1992,2019,1994,2019,1992,2019,-999,-999
NIAGARA ON THE LAKE GOLF,ONTARIO,613N001,27206,43.25,-79.07,255,1996,1997,-999,-999,1996,1997,1996,1997
POINT PELEE CS,ONTARIO,613P001,27533,41.95,-82.52,176,1999,2019,2001,2019,1999,2019,1999,2006
HARROW TST,ONTARIO,613ZZZZ,31147,42.03,-82.9,191,2001,2002,2001,2002,-999,-999,-999,-999
ACTON MONITOR STN,ONTARIO,6140041,4728,43.65,-80.05,411,1966,1971,-999,-999,1966,1971,1966,1971
AILSA CRAIG,ONTARIO,6140091,4729,43.15,-81.53,228,1968,1972,-999,-999,1968,1972,1968,1972
APPS MILL,ONTARIO,6140286,4730,43.13,-80.38,230,1972,1972,-999,-999,1972,1972,1972,1972
ARTHUR,ONTARIO,6140348,4731,43.82,-80.57,452,1964,1988,-999,-999,1964,1988,1964,1987
AYR,ONTARIO,6140437,4732,43.28,-80.45,289,1956,1961,-999,-999,1956,1961,1956,1961
BLUE SPRINGS CREEK,ONTARIO,6140818,4733,43.63,-80.12,373,1966,1980,-999,-999,1966,1980,1966,1980
BRANTFORD,ONTARIO,6140941,4734,43.13,-80.27,205,1876,1963,-999,-999,1876,1963,1876,1963
BRANTFORD AIRPORT,ONTARIO,6140942,53378,43.14,-80.33,245,2014,2019,2014,2019,2014,2019,-999,-999
BRANTFORD BRANT PARK,ONTARIO,6140948,4735,43.15,-80.3,213,1972,1973,-999,-999,1972,1973,1972,1973
BRANTFORD MORELL,ONTARIO,6140951,4736,43.15,-80.28,198,1959,1964,-999,-999,1959,1964,1959,1964
BRANTFORD MOE,ONTARIO,6140954,4737,43.13,-80.23,196,1960,2013,-999,-999,1960,2013,1960,2006
BLUE CORWHIN,ONTARIO,6140Q17,4727,43.53,-80.12,350,1974,1976,-999,-999,1974,1976,1974,1976
BLUE ROCKWOOD,ONTARIO,6140QAG,4725,43.58,-80.12,350,1974,1976,-999,-999,1974,1976,1974,1976
BLUE SCOUT,ONTARIO,6140QJ7,4726,43.62,-80.08,342,1974,1976,-999,-999,1974,1976,1974,1976
BURFORD,ONTARIO,6141040,4738,43.1,-80.43,259,1970,1971,-999,-999,1970,1971,1970,1971
CAMBRIDGE GALT MOE,ONTARIO,6141095,4739,43.33,-80.32,268,1879,1994,-999,-999,1879,1994,1879,1994
CAMBRIDGE-STEWART,ONTARIO,6141100,4740,43.35,-80.3,289,1973,2000,-999,-999,1973,2000,1973,2000
CANNING,ONTARIO,6141169,4741,43.18,-80.45,259,1968,1971,-999,-999,1968,1971,1968,1971
CATHCART,ONTARIO,6141268,4742,43.12,-80.57,269,1962,1970,-999,-999,1962,1970,1962,1970
CLIFFORD,ONTARIO,6141602,4743,43.97,-80.97,373,1950,1968,-999,-999,1950,1967,1950,1968
COLDSTREAM,ONTARIO,6141763,4744,43.02,-81.5,-999,1888,1899,-999,-999,1888,1899,1888,1899
CONESTOGO,ONTARIO,6141843,4745,43.55,-80.52,-999,1880,1899,-999,-999,1880,1899,1880,1899
CROMARTY,ONTARIO,6141919,4746,43.42,-81.33,327,1970,1991,-999,-999,1970,1991,1970,1991
CULLODEN EASEY,ONTARIO,6141933,4747,42.89,-80.85,280,1974,2007,-999,-999,1974,2007,1974,2006
DAMASCUS,ONTARIO,6141966,4748,43.92,-80.48,487,1974,1977,-999,-999,1974,1977,1975,1977
DOON,ONTARIO,6142065,4749,43.4,-80.45,312,1948,1953,-999,-999,1948,1953,1948,1953
DORCHESTER,ONTARIO,6142066,4750,43.0,-81.03,271,1976,2017,-999,-999,1976,2017,1976,2006
DRUMBO,ONTARIO,6142110,4751,43.23,-80.55,304,1965,1976,-999,-999,1965,1976,1965,1976
DRUMBO HARRINGTON,ONTARIO,6142113,4752,43.23,-80.52,281,1974,1975,-999,-999,1974,1975,1974,1975
EGREMONT,ONTARIO,6142252,4753,44.0,-80.67,442,1880,1894,-999,-999,1880,1894,1880,1894
ELMIRA,ONTARIO,6142275,4754,43.6,-80.53,350,1955,1994,-999,-999,1955,1994,1955,1994
ELORA,ONTARIO,6142284,4755,43.68,-80.4,388,1882,1923,-999,-999,1882,1923,1882,1923
ELORA RESEARCH STN,ONTARIO,6142285,4756,43.65,-80.42,376,1969,1985,-999,-999,1969,1985,1969,1985
ELORA RCS,ONTARIO,6142286,41983,43.65,-80.42,376,2003,2019,2003,2019,2003,2019,2003,2006
EMBRO INNES,ONTARIO,6142295,4757,43.25,-80.93,358,1977,2003,-999,-999,1977,2003,1977,2003
FALKLAND,ONTARIO,6142373,4758,43.13,-80.45,262,1962,1969,-999,-999,1962,1969,1962,1969
FERGUS,ONTARIO,6142398,4759,43.7,-80.38,-999,1882,1894,-999,-999,1882,1894,1882,1894
FERGUS SHAND DAM,ONTARIO,6142400,4760,43.73,-80.33,417,1939,2019,-999,-999,1939,2019,1939,2006
FERGUS MOE,ONTARIO,6142402,4761,43.7,-80.38,396,1962,2019,-999,-999,1962,2019,1963,2006
FOLDENS,ONTARIO,6142420,4762,43.02,-80.78,328,1963,2016,-999,-999,1963,2016,1963,2006
FULLARTON,ONTARIO,6142627,4763,43.38,-81.2,335,1956,1967,-999,-999,1956,1967,1956,1967
GLANWORTH CFPL,ONTARIO,6142798,4764,42.88,-81.2,280,1961,1982,-999,-999,1961,1982,1961,1982
GLEN ALLAN,ONTARIO,6142803,4765,43.68,-80.71,400,1955,2013,-999,-999,1955,2013,1955,2006
GLENCOE,ONTARIO,6142819,4766,42.7,-81.7,221,1948,1958,-999,-999,1948,1958,1948,1958
GRAND VALLEY,ONTARIO,6142990,4768,43.88,-80.35,470,1910,1939,-999,-999,1910,1939,1910,1939
GRAND VALLEY WPCP,ONTARIO,6142991,4769,43.88,-80.33,464,1974,1994,-999,-999,1974,1994,1974,1994
GRANTON,ONTARIO,6142993,4770,43.2,-81.33,315,1873,1886,-999,-999,1873,1886,1873,1886
GRANTON,ONTARIO,6142994,4771,43.23,-81.32,298,1975,1976,-999,-999,1975,1976,1975,1976
GRAND BEND RES STN 5,ONTARIO,61429HQ,4767,43.22,-81.47,262,1962,1965,-999,-999,1962,1965,1962,1965
GUELPH ARBORETUM,ONTARIO,6143069,4772,43.55,-80.22,327,1975,1997,-999,-999,1975,1997,1975,1997
GUELPH OAC,ONTARIO,6143083,4774,43.52,-80.23,333,1881,1973,-999,-999,1881,1973,1881,1973
GUELPH TURFGRASS,ONTARIO,6143089,45407,43.55,-80.22,325,2006,2019,2006,2019,2006,2019,2006,2006
GUELPH OAC PHYSICS DEPT,ONTARIO,614308C,4773,43.55,-80.27,340,1962,1963,-999,-999,1962,1963,1962,1962
GUELPH TURFGRASS CS,ONTARIO,6143090,27545,43.55,-80.22,325,1995,2004,-999,-999,1995,2004,1995,2004
HARLEY,ONTARIO,6143355,4775,43.07,-80.48,259,1979,1981,-999,-999,1979,1981,1979,1981
HAYSVILLE,ONTARIO,6143395,4776,43.35,-80.63,320,1965,1967,-999,-999,1965,1967,1965,1967
HILLSBURGH,ONTARIO,6143465,4777,43.77,-80.17,427,1981,1992,-999,-999,1981,1992,1981,1992
ILDERTON,ONTARIO,6143720,4778,43.12,-81.38,284,1951,1956,-999,-999,1951,1956,1951,1956
ILDERTON BEAR CREEK,ONTARIO,6143722,4779,43.05,-81.43,266,1971,2001,-999,-999,1971,2001,1971,2001
INGERSOLL,ONTARIO,6143780,4780,43.05,-80.88,266,1870,1969,-999,-999,1870,1969,1870,1969
JAMESTOWN,ONTARIO,6143905,44787,43.8,-81.18,319,2006,2015,-999,-999,2006,2015,2006,2006
KITCHENER,ONTARIO,6144232,4781,43.43,-80.5,342,1914,1977,-999,-999,1914,1977,1914,1977
KITCHENER/WATERLOO,ONTARIO,6144239,48569,43.46,-80.38,321,2010,2019,2010,2019,2010,2019,-999,-999
KITCHENER CITY ENG 1,ONTARIO,6144240,4782,43.45,-80.48,320,1954,1961,-999,-999,1954,1961,1954,1961
KITCHENER CITY ENG 2,ONTARIO,6144241,4783,43.45,-80.48,320,1961,1961,-999,-999,1961,1961,1961,1961
KITCHENER OWRC,ONTARIO,6144245,4784,43.4,-80.43,281,1962,1975,-999,-999,1962,1975,1962,1975
KOMOKA,ONTARIO,6144261,4785,42.95,-81.45,240,1965,1967,-999,-999,1965,1967,1965,1967
LISTOWEL,ONTARIO,6144442,4786,43.75,-80.97,381,1880,1966,-999,-999,1880,1966,1880,1966
LISTOWEL ONT HYDRO,ONTARIO,6144444,4787,43.72,-80.95,390,1983,1987,-999,-999,1983,1987,1983,1987
LONDON,ONTARIO,6144470,4788,42.98,-81.2,246,1871,1891,-999,-999,1871,1891,1871,1891
LONDON A,ONTARIO,6144473,50093,43.03,-81.15,278,2012,2019,2012,2019,2012,2019,-999,-999
LONDON INT'L AIRPORT,ONTARIO,6144475,4789,43.03,-81.15,278,1940,2017,1953,2012,1940,2017,1940,2006
LONDON CS,ONTARIO,6144478,10999,43.03,-81.15,278,1994,2019,1994,2019,2002,2019,2002,2006
LONDON LAMBETH A,ONTARIO,6144481,4790,42.98,-81.22,246,1930,1941,-999,-999,1930,1941,1930,1941
LONDON NW,ONTARIO,6144483,28071,43.03,-81.37,277,1999,2001,-999,-999,1999,2001,1999,2001
LONDON SHARON DRIVE,ONTARIO,6144500,4791,43.03,-81.28,274,1956,1993,-999,-999,1956,1993,1956,1993
LONDON SOUTH,ONTARIO,6144505,4792,42.98,-81.22,246,1883,1932,-999,-999,1883,1932,1883,1932
LUCAN,ONTARIO,6144665,4793,43.18,-81.42,297,1871,1975,-999,-999,1871,1975,1871,1975
LUTHER DAM,ONTARIO,6144715,4794,43.97,-80.4,483,1951,1954,-999,-999,1951,1954,1951,1954
METCALFE,ONTARIO,6145064,4795,42.9,-81.7,213,1965,1967,-999,-999,1965,1967,1965,1967
MILLERS LAKE,ONTARIO,6145160,4796,43.28,-80.38,304,1964,1971,-999,-999,1964,1971,1964,1971
MITCHELL,ONTARIO,6145239,4797,43.47,-81.18,335,1948,1964,-999,-999,1948,1964,1948,1964
MONKTON,ONTARIO,6145258,26770,43.67,-81.03,360,1994,1996,-999,-999,1994,1996,1994,1996
MONTICELLO,ONTARIO,6145267,4798,43.97,-80.4,481,1954,1995,-999,-999,1954,1995,1954,1995
MORRISTON,ONTARIO,6145495,4799,43.47,-80.12,304,1948,1966,-999,-999,1948,1966,1948,1966
MOSSLEY,ONTARIO,6145497,4800,42.92,-80.97,274,1962,1966,-999,-999,1962,1966,1962,1966
MOUNT BRYDGES,ONTARIO,6145499,4801,42.9,-81.55,238,1958,1962,-999,-999,1958,1962,1958,1961
MOUNT FOREST,ONTARIO,6145502,27207,43.97,-80.75,404,1996,2003,-999,-999,1996,2003,1996,2003
MOUNT FOREST,ONTARIO,6145503,4802,43.98,-80.75,414,1891,1986,1962,1986,1891,1986,1891,1986
MOUNT FOREST (AUT),ONTARIO,6145504,7844,43.98,-80.75,414,1992,2019,1994,2019,1992,2019,2003,2006
MOUNTSBERG,ONTARIO,6145516,4803,43.47,-80.03,304,1976,1985,-999,-999,1976,1985,1976,1985
MUIR,ONTARIO,6145520,4804,43.1,-80.58,-999,1955,1956,-999,-999,1955,1956,1955,1956
NEWTON,ONTARIO,6145621,4805,43.58,-80.88,373,1965,1967,-999,-999,1965,1967,1965,1967
OXFORD CENTRE,ONTARIO,6146166,4806,43.1,-80.68,297,1961,1965,-999,-999,1961,1965,1961,1965
PARIS,ONTARIO,6146240,4807,43.18,-80.45,266,1870,1967,-999,-999,1870,1967,1870,1967
PARKHILL,ONTARIO,6146248,4808,43.17,-81.7,201,1958,1962,-999,-999,1958,1962,1958,1962
POPLAR MILLS,ONTARIO,6146563,4809,43.15,-81.2,297,1956,1972,-999,-999,1956,1972,1956,1972
PRESTON,ONTARIO,6146711,4810,43.4,-80.42,291,1953,1996,-999,-999,1953,1996,1953,1996
PRESTON WPCP,ONTARIO,6146714,4811,43.38,-80.35,272,1970,1997,-999,-999,1970,1997,1970,1997
